"specificEpithet","decimalLatitude","decimalLongitude"
"bifarius",44.0835,-115.62066
"bifarius",44.30532,-115.64592
"bifarius",44.50601,-115.62761
"bifarius",46.2371,-115.615
"bifarius",47.24134,-115.64187
"bifarius",40.3228,-115.5046
"bifarius",40.6737,-115.4655
"bifarius",41.795,-115.4878
"bifarius",41.8319,-115.4617
"bifarius",44.96484,-115.49312
"bifarius",46.14672,-115.47048
"bifarius",46.15435,-115.45707
"bifarius",46.44108,-115.49749
"bifarius",35.9925,-115.4445
"bifarius",36.15889,-115.43056
"bifarius",40.6462,-115.414
"bifarius",40.66422,-115.44721
"bifarius",43.62878,-115.43703
"bifarius",44.23443,-115.44859
"bifarius",44.41962,-115.40649
"bifarius",40.577,-115.3952
"bifarius",40.6252,-115.36742
"bifarius",43.50711,-115.39175
"bifarius",47.1072,-115.3745
"bifarius",47.38333,-115.39861
"bifarius",40.56184,-115.30404
"bifarius",41.7443,-115.3282
"bifarius",44.29879,-115.25315
"bifarius",44.42684,-115.27649
"bifarius",46.20728,-115.19324
"bifarius",40.46,-115.13
"bifarius",43.6046,-115.1075
"bifarius",41.02684,-115.08429
"bifarius",46.14419,-115.07438
"bifarius",48.197158,-115.080841
"bifarius",45.14574,-115.00954
"bifarius",48.02376,-115.01229
"bifarius",44.21621,-114.93799
"bifarius",47.1935,-114.89105
"bifarius",35.7425,-114.8396
"bifarius",39.25716,-114.70473
"bifarius",39.78477,-114.72219
